timestamp,accuracy,val_loss,avg_sensitivity,avg_specificity,sensitivity_per_class,specificity_per_class
2025-04-24 10:11:42,82.81036834924966,0.6620146414775709,0.9543418035527707,"[0.985754982946567, 0.5147058747837372, 0.8356807472503252, 0.5277777631172844, 0.44615383928994096]","[0.9633507828184534, 0.9789473669489513, 0.8846153829142012, 0.9612625524228657, 0.9835329326593818]"
2025-04-24 10:22:37,82.81036834924966,15.705597497522831,0.6620146414775709,0.9543418035527707,"[0.985754982946567, 0.5147058747837372, 0.8356807472503252, 0.5277777631172844, 0.44615383928994096]","[0.9633507828184534, 0.9789473669489513, 0.8846153829142012, 0.9612625524228657, 0.9835329326593818]"
